Title,Author,URL,Body
Firestone Peels Back Prices In Tire Sale Blowout!,admin,https://www.satirewire.com/firestone-peels-back-prices-in-tire-sale-blowout/,"








Washington, D.C. (SatireWire.com) – Bridgestone- Firestone Inc. today announced the launch of a nationwide “tire sale blowout” on its P235/75R15 size radial ATX and ATX II tires, as well as its Wilderness AT line. According to the company, prices on nearly 6.5 million “previously owned” tires will be deflated during the hot summer sale, which will rollover into the fall if any tires remain unsold. However, company officials insisted the sale won’t last forever, and noted that Air France has already ordered up to 2,000 of the tires for use on the Concorde.

Copyright © 2000-2009, SatireWire. 
"
CDNow Wins Patent for Loss-Based Revenue Model,admin,https://www.satirewire.com/cdnow-wins-patent-for-loss-based-revenue-model/,"







Fort Washington, Pa. (SatireWire.com) – Online music seller CDNow, desperately in need of cash, may have staved off its demise by virtue of its recently awarded patent for “an Internet business model in which expenditures permanently exceed revenues.” According to CDNow CEO Jason Olim, the company plans to vigorously defend its patent by going after blatant violators. “For instance,” he said, “we are going to sue the shit out of Amazon.com” 
Copyright © 2000-2009, SatireWire. 
"
"PATENTS, SO WHAT",admin,https://www.satirewire.com/patents-so-what/,"







Whitehouse Station, N.J. (Satirewire.com) – Merck Pharmaceuticals, under heavy pressure to explain how it will deal with the loss of billions of dollars in revenue over the next few years, when four of its lucrative product patents expire, today announced they were “lousy, stupid patents anyway” and never really liked them. 
Copyright © 2000-2009, SatireWire. 
"
Kmart Hires Arthur Andersen,admin,https://www.satirewire.com/kmart-hires-arthur-andersen/,"







Chicago (SatireWire.com) – Ailing retail giant Kmart today announced it would not have to declare bankruptcy after an audit conducted by its newly hired accounting firm, Arthur Andersen, found no records of company finances whatsoever. 
“Our previous accounting firm told us we lost $224 million in the fiscal third quarter, but Andersen has informed us that, at least on paper, we didn’t have a fiscal third quarter,” said CEO Charles Conaway. “What a difference proper accounting makes.”
Andersen executives did not return several messages. A company attorney later explained his clients were only allowed one phone call, and they had already made it.

Copyright © 2000-2009, SatireWire. 
"
Tiny Net Company Insists It's a Goddamned Bellwether,admin,https://www.satirewire.com/tiny-net-company-insists-its-a-goddamned-bellwether/,"







Wausau, Wis. (SatireWire.com) – Bart Garmon, president and chief executive officer of BartGarmon.com, a now solo Web design shop that is shedding employees and quickly running out of cash, insists his ailing firm should be considered an “Internet bellwether” alongside Cisco, Yahoo, and “all those other major goddamned technology companies.” 
“You know what, there are more Internet companies like mine than there are like fuckin’ Oracle, so why is it only the big players get to be bellwethers?” asked Garmon. “I’m going through the same shit, but I don’t see the Wall Street Journal writing, ‘If you want to know how the industry is hurting, look no further than Internet bellwethers Yahoo and BartGarmon.com.” 
Garmon acknowledged that things haven’t been going well at home lately, either. 
Copyright © 2000-2009, SatireWire. 
"
New M&EnemasÂ® Provide Instant Sugar Fix,admin,https://www.satirewire.com/new-menemasa-provide-instant-sugar-fix/,"







Hackettstown, N.J. (SatireWire.com) – Need a little sugar kick going into that meeting but don’t want to wait the 90 seconds it normally takes for the sugar to get into your system? Mars, Inc. thinks it has the highly soluble solution. 
The company today unveiled M&Enemas®, a non-oral, liquid version of its popular M&M brand candies that Mars is marketing as “the candy that melts in your… and you can take it from there.”
“Last year, we introduced the blue M&M, which was a great moment in our history, but M&Enemas marks what will be a revolutionary trend in candy consumption,” said Dieter Rausch, a Mars spokesman. Rausch said the company will also introduce M&M Long -Lasting Suppositories sometime in early 2001.

Copyright © 2000-2009, SatireWire. 
"
"RIAA Demands End to Unauthorized Humming, Whistling",admin,https://www.satirewire.com/riaa-demands-end-to-unauthorized-humming-whistling/,"







San Francisco, Calif. (SatireWire.com) – After using the courts to keep Napster and MP3.com from freely distributing music over the Internet, the Recording Industry Association of America today asked a federal judge to stop people from humming or whistling copyrighted songs in public. The RIAA also asked for $300 million in damages from the estimated 22 million drunken men who think banging out the opening drum beat to “Wipeout” is a good way to impress women in bars.
“Anyone who publicly hums or whistles is disseminating copyright-protected music and thereby infringing on our artists’ rights,” said RIAA spokesman Janet Fogerty. “Also, we don’t like it when the wind blows. It sounds too much like the beginning to Elton John’s ‘Funeral for a Friend.'”
Free speech advocates were outraged over the RIAA’s action, but women generally applauded. “Most of the guys I know can’t drum Wipeout when they’re sober, let alone drunk,” said Helen Kurtz, a 22-year-old from Manhattan.

Copyright © 2000-2009, SatireWire. 
"
Consumer Confidence Falls; Teens Questioned,admin,https://www.satirewire.com/consumer-confidence-falls-teens-questioned/,"
New York, N.Y. (SatireWire.com) – A pair of Brooklyn teenagers were being held on suspicion they played the old ‘duck and tumble’ trick on Consumer Confidence, which fell in June for the first time in months. “Consumer Confidence has been very strong, and wasn’t going to fall on its own,” said police spokesman Anthony Gargliano. “We suspect one of these kids kneeled down behind it, and the other pushed it.” 
Copyright © 2000-2009, SatireWire. 
"
"AP, Reuters in Pitched Spelling Battle",admin,https://www.satirewire.com/ap-reuters-in-pitched-spelling-battle/,"







London (SatireWire.com) – The war for Afghanistan intensified today as rival factions from Reuters and the Associated Press launched vicious attacks against one another over whether the United States is fighting Osama bin Laden’s al Qaeda network, or Osama bin Laden’s al Qaida network.
“For many months, Reuters has been reporting -and I use the term loosely – on this fictional entity called al Qaeda,” said Louis Boccardi, president and chief executive of the New York-based AP. “As our stories clearly illustrate, there is no al Qaeda, only al Qaida.”
“I can only assume incompetence is causing the AP to insist the U.S. is fighting the al Qaida because there is no al Qaida,” countered Tom Glocer, chief executive of London-based Reuters. “Even the U.S. government spells it al Qaeda.
“It wouldn’t be the first time the U.S. couldn’t figure out who it was fighting,” responded Boccardi. “Besides,” he added, “President Bush pronounces it ‘al Qaida‘.”
“It wouldn’t be the first time your President couldn’t… no, too easy,” replied Glocer.
In a related development, Reuters officials admitted today that in a story published several days ago, an errant “i” landed in the middle of one of its al Qaedas. One reporter and two editors were seriously reprimanded in that incident.

Copyright © 2002-2009, SatireWire. 
"
Californians Start Email Campaign for Energy Conservation,admin,https://www.satirewire.com/californians-start-email-campaign-for-energy-conservation/,"







Sacramento, Cal. (SatireWire.com) – Californians, faced with an energy crisis fueled by high-tech power consumption, have launched an email campaign urging fellow computer users to stay off their computers. 
Days after the state issued its first-ever Stage 3 Power emergency, millions of cause-minded Californians decided not to wait for the situation to get worse, and began sending the “Stay Offline” email to friends, family, and co-workers.
“The response so far has been incredible,” said Charles Brudeker, the 32-year-old San Francisco software engineer who devised the campaign. “I myself have gotten the email 200 times since breakfast. I’m logging on every 5 minutes just to see how many more I get.”
“Once again, Californians are responding to a crisis as only Californians can,” said Gov. Gray Davis, who added his staff is working nights in order to send out the email to as many people as possible.

Copyright © 2000-2009, SatireWire. 
"
Morgan Stanley Misses Estimates Dearly,admin,https://www.satirewire.com/morgan-stanley-misses-estimates-dearly/,"
New York, N.Y. (SatireWire.com) – In an earnings statement that surprised analysts, Morgan Stanley Dean Witter announced this week it missed its third quarter estimates, and wishes like hell they would come back. 
“We’re now looking at estimates for the fourth quarter, but I’d be lying if I said those Q3 estimates didn’t have a special place in our hearts,” said a Morgan Stanley spokesperson. “Maybe we’re being too sensitive, I mean, I know that a lot of companies miss their estimates, but damn, these were special.”
Wall Street analysts, too, said Morgan’s Q3 2000 estimates would be sorely missed. “We put a lot of effort into compiling our Morgan estimates for the third quarter, and to just have them go away like that, it’s tough to take,” said a visibly shaken Ben Franco of Salomon Smith Barney.

Copyright © 2000-2009, SatireWire. 
"
"Taco Bell Chihuahua Fired; New Chalupa ""Tastes Funny""",admin,https://www.satirewire.com/taco-bell-chihuahua-fired-new-chalupa-tastes-funny/,"








New York, N.Y. (SatireWire.com) – One week after falling sales caused Taco Bell to ditch its famous Chihuahua, the company unveiled a reformulated chalupa, described as a “crispy, flaky shell with sour cream, lettuce, tomatoes, and a new, tough-and-stringy meat product that tastes like chicken.” The company insisted the new chalupa, which will be sold “as long as supplies last,” has nothing to do with the beloved Chihuahua, who was popularized in Taco Bell ads but did little to help sales. “We still love that little dog,” said spokesman Gary Ebehardt, “especially with a side order of zesty Mexican rice.”
Concurrent with the Chihuahua’s firing, Taco Bell parent company Tricon Global Restaurants Inc., also replaced Taco Bell president Peter C. Waller, who it said “will be pursuing other interests” as part of a nutritious Fiesta Breakfast Burrito.

Copyright © 2000-2009, SatireWire. 
"
AOL PROFITS FROM GUMBOLESS SPACE,admin,https://www.satirewire.com/aol-profits-from-gumboless-space/,"







Dulles, Va. (SatireWire.com) – In his new autobiography, AOL Chairman Steve Case reveals that he never would have become interested in the Internet if space were filled with gumbo. 
“When I was young, I thought, ‘Whoa, space, gumbo, that’s for me,'” Case writes. “But I later learned there was no gumbo in space, so I moved on.” 
Copyright © 2000-2009, SatireWire. 
"
Kmart Hires Arthur Andersen,admin,https://www.satirewire.com/kmart-hires-arthur-andersen/,"







Chicago (SatireWire.com) – Ailing retail giant Kmart today announced it would not have to declare bankruptcy after an audit conducted by its newly hired accounting firm, Arthur Andersen, found no records of company finances whatsoever. 
“Our previous accounting firm told us we lost $224 million in the fiscal third quarter, but Andersen has informed us that, at least on paper, we didn’t have a fiscal third quarter,” said CEO Charles Conaway. “What a difference proper accounting makes.”
Andersen executives did not return several messages. A company attorney later explained his clients were only allowed one phone call, and they had already made it.

Copyright © 2000-2009, SatireWire. 
"
Tiny Net Company Insists It's a Goddamned Bellwether,admin,https://www.satirewire.com/tiny-net-company-insists-its-a-goddamned-bellwether/,"







Wausau, Wis. (SatireWire.com) – Bart Garmon, president and chief executive officer of BartGarmon.com, a now solo Web design shop that is shedding employees and quickly running out of cash, insists his ailing firm should be considered an “Internet bellwether” alongside Cisco, Yahoo, and “all those other major goddamned technology companies.” 
“You know what, there are more Internet companies like mine than there are like fuckin’ Oracle, so why is it only the big players get to be bellwethers?” asked Garmon. “I’m going through the same shit, but I don’t see the Wall Street Journal writing, ‘If you want to know how the industry is hurting, look no further than Internet bellwethers Yahoo and BartGarmon.com.” 
Garmon acknowledged that things haven’t been going well at home lately, either. 
Copyright © 2000-2009, SatireWire. 
"
New M&EnemasÂ® Provide Instant Sugar Fix,admin,https://www.satirewire.com/new-menemasa-provide-instant-sugar-fix/,"







Hackettstown, N.J. (SatireWire.com) – Need a little sugar kick going into that meeting but don’t want to wait the 90 seconds it normally takes for the sugar to get into your system? Mars, Inc. thinks it has the highly soluble solution. 
The company today unveiled M&Enemas®, a non-oral, liquid version of its popular M&M brand candies that Mars is marketing as “the candy that melts in your… and you can take it from there.”
“Last year, we introduced the blue M&M, which was a great moment in our history, but M&Enemas marks what will be a revolutionary trend in candy consumption,” said Dieter Rausch, a Mars spokesman. Rausch said the company will also introduce M&M Long -Lasting Suppositories sometime in early 2001.

Copyright © 2000-2009, SatireWire. 
"
"RIAA Demands End to Unauthorized Humming, Whistling",admin,https://www.satirewire.com/riaa-demands-end-to-unauthorized-humming-whistling/,"







San Francisco, Calif. (SatireWire.com) – After using the courts to keep Napster and MP3.com from freely distributing music over the Internet, the Recording Industry Association of America today asked a federal judge to stop people from humming or whistling copyrighted songs in public. The RIAA also asked for $300 million in damages from the estimated 22 million drunken men who think banging out the opening drum beat to “Wipeout” is a good way to impress women in bars.
“Anyone who publicly hums or whistles is disseminating copyright-protected music and thereby infringing on our artists’ rights,” said RIAA spokesman Janet Fogerty. “Also, we don’t like it when the wind blows. It sounds too much like the beginning to Elton John’s ‘Funeral for a Friend.'”
Free speech advocates were outraged over the RIAA’s action, but women generally applauded. “Most of the guys I know can’t drum Wipeout when they’re sober, let alone drunk,” said Helen Kurtz, a 22-year-old from Manhattan.

Copyright © 2000-2009, SatireWire. 
"
Consumer Confidence Falls; Teens Questioned,admin,https://www.satirewire.com/consumer-confidence-falls-teens-questioned/,"
New York, N.Y. (SatireWire.com) – A pair of Brooklyn teenagers were being held on suspicion they played the old ‘duck and tumble’ trick on Consumer Confidence, which fell in June for the first time in months. “Consumer Confidence has been very strong, and wasn’t going to fall on its own,” said police spokesman Anthony Gargliano. “We suspect one of these kids kneeled down behind it, and the other pushed it.” 
Copyright © 2000-2009, SatireWire. 
"
"AP, Reuters in Pitched Spelling Battle",admin,https://www.satirewire.com/ap-reuters-in-pitched-spelling-battle/,"







London (SatireWire.com) – The war for Afghanistan intensified today as rival factions from Reuters and the Associated Press launched vicious attacks against one another over whether the United States is fighting Osama bin Laden’s al Qaeda network, or Osama bin Laden’s al Qaida network.
“For many months, Reuters has been reporting -and I use the term loosely – on this fictional entity called al Qaeda,” said Louis Boccardi, president and chief executive of the New York-based AP. “As our stories clearly illustrate, there is no al Qaeda, only al Qaida.”
“I can only assume incompetence is causing the AP to insist the U.S. is fighting the al Qaida because there is no al Qaida,” countered Tom Glocer, chief executive of London-based Reuters. “Even the U.S. government spells it al Qaeda.
“It wouldn’t be the first time the U.S. couldn’t figure out who it was fighting,” responded Boccardi. “Besides,” he added, “President Bush pronounces it ‘al Qaida‘.”
“It wouldn’t be the first time your President couldn’t… no, too easy,” replied Glocer.
In a related development, Reuters officials admitted today that in a story published several days ago, an errant “i” landed in the middle of one of its al Qaedas. One reporter and two editors were seriously reprimanded in that incident.

Copyright © 2002-2009, SatireWire. 
"
Californians Start Email Campaign for Energy Conservation,admin,https://www.satirewire.com/californians-start-email-campaign-for-energy-conservation/,"







Sacramento, Cal. (SatireWire.com) – Californians, faced with an energy crisis fueled by high-tech power consumption, have launched an email campaign urging fellow computer users to stay off their computers. 
Days after the state issued its first-ever Stage 3 Power emergency, millions of cause-minded Californians decided not to wait for the situation to get worse, and began sending the “Stay Offline” email to friends, family, and co-workers.
“The response so far has been incredible,” said Charles Brudeker, the 32-year-old San Francisco software engineer who devised the campaign. “I myself have gotten the email 200 times since breakfast. I’m logging on every 5 minutes just to see how many more I get.”
“Once again, Californians are responding to a crisis as only Californians can,” said Gov. Gray Davis, who added his staff is working nights in order to send out the email to as many people as possible.

Copyright © 2000-2009, SatireWire. 
"
Morgan Stanley Misses Estimates Dearly,admin,https://www.satirewire.com/morgan-stanley-misses-estimates-dearly/,"
New York, N.Y. (SatireWire.com) – In an earnings statement that surprised analysts, Morgan Stanley Dean Witter announced this week it missed its third quarter estimates, and wishes like hell they would come back. 
“We’re now looking at estimates for the fourth quarter, but I’d be lying if I said those Q3 estimates didn’t have a special place in our hearts,” said a Morgan Stanley spokesperson. “Maybe we’re being too sensitive, I mean, I know that a lot of companies miss their estimates, but damn, these were special.”
Wall Street analysts, too, said Morgan’s Q3 2000 estimates would be sorely missed. “We put a lot of effort into compiling our Morgan estimates for the third quarter, and to just have them go away like that, it’s tough to take,” said a visibly shaken Ben Franco of Salomon Smith Barney.

Copyright © 2000-2009, SatireWire. 
"
"Taco Bell Chihuahua Fired; New Chalupa ""Tastes Funny""",admin,https://www.satirewire.com/taco-bell-chihuahua-fired-new-chalupa-tastes-funny/,"








New York, N.Y. (SatireWire.com) – One week after falling sales caused Taco Bell to ditch its famous Chihuahua, the company unveiled a reformulated chalupa, described as a “crispy, flaky shell with sour cream, lettuce, tomatoes, and a new, tough-and-stringy meat product that tastes like chicken.” The company insisted the new chalupa, which will be sold “as long as supplies last,” has nothing to do with the beloved Chihuahua, who was popularized in Taco Bell ads but did little to help sales. “We still love that little dog,” said spokesman Gary Ebehardt, “especially with a side order of zesty Mexican rice.”
Concurrent with the Chihuahua’s firing, Taco Bell parent company Tricon Global Restaurants Inc., also replaced Taco Bell president Peter C. Waller, who it said “will be pursuing other interests” as part of a nutritious Fiesta Breakfast Burrito.

Copyright © 2000-2009, SatireWire. 
"
AOL PROFITS FROM GUMBOLESS SPACE,admin,https://www.satirewire.com/aol-profits-from-gumboless-space/,"







Dulles, Va. (SatireWire.com) – In his new autobiography, AOL Chairman Steve Case reveals that he never would have become interested in the Internet if space were filled with gumbo. 
“When I was young, I thought, ‘Whoa, space, gumbo, that’s for me,'” Case writes. “But I later learned there was no gumbo in space, so I moved on.” 
Copyright © 2000-2009, SatireWire. 
"
"Amazon Says Its Stock Price ""Mislabeled""",admin,https://www.satirewire.com/amazon-says-its-stock-price-mislabeled/,"







Seattle, Wash. (SatireWire.com) – Less than a week after Amazon.com fixed a pricing error that enabled customers to buy toys at deep discounts, the company announced today that due to another glitch in its ordering software, the price of its stock has been incorrectly labeled at $30. The actual price should be $230, the company insisted. 
Amazon apologized for the inconvenience, and asked the Nasdaq stock exchange, where its stock trades, to please correct the price. As a goodwill gesture, the company said it will give $5 gift certificates to investors toward their next Amazon stock purchase. Nasdaq responded that it would honor the company’s request “when Hell freezes over, or Amazon turns a profit,” whichever comes first. 
Copyright © 2000-2009, SatireWire. 
"
"Airlines ""Dismayed"" by Mid-Air Merger Test",admin,https://www.satirewire.com/airlines-dismayed-by-mid-air-merger-test/,"
Elk Grove, Ill. (SatireWire.com) – The pending merger of United Airlines and U.S. Air hit a snag yesterday after a planned mid-air collision between United and U.S. Air jets suggested it may be difficult to merge the two companies’ equipment and personnel. “In any merger of this kind, the ability to seamlessly integrate is a major factor,” said United CEO James Goodwin. “However, it was clear to us, after the dust settled and the bodies were counted, that although we fly and they fly, perhaps we shouldn’t fly together.” 
Copyright © 2000-2009, SatireWire. 
"
FONDA PICKED UP,admin,https://www.satirewire.com/fonda-picked-up/,"







Santa Clara, Cal. (Satirewire.com) – In its much-anticipated response to AOL’s buyout of both Time Warner and Ted Turner’s TBS, Yahoo announced this morning it will acquire actress Jane Fonda. AOL labeled the acquisition “sloppy seconds.” 
Copyright © 2000-2009, SatireWire. 
"
Hooked On Phonics Files for I Pee Oh,admin,https://www.satirewire.com/hooked-on-phonics-files-for-i-pee-oh/,"
San Francisco (SatireWire.com) – Gateway Learning Corporation, maker of Hooked On Phonics, said today it will spin off its language teaching arm in an in-ish-ul pub-lik aw-fer-ing, or I Pee Oh. 
In an S-1 filing with the Securities and Exchange Commission, the company said it hopes to sell 5 mil-yun shairs at ate dahl-erz. The offering will be underwritten by Goldman Sachs, and pronounced by a second grader who is now reading at the fourth-grade level, and really enjoying it.
Four out of five stock analysts said they expect to see interest in the offering improve dramatically in just four weeks.

Copyright © 2000-2009, SatireWire
"
Companies May Be to Blame For Their Poor Performances,admin,https://www.satirewire.com/companies-may-be-to-blame-for-their-poor-performances/,"
Philadelphia, Pa. (SatireWire.com) – In a study that has infuriated business and public relations executives, University of Pennsylvania researchers concluded the reason many companies falter is not due to the economy, increases in material costs, or wage pressures, but because the companies are run like shit. 
“When a company performs poorly or something goes wrong, it’s long been accepted business practice to blame prevailing market conditions, or a rise in costs, or supply delays, or even a ‘change in the competitive landscape’,” said Greg Kaderle, a professor at Penn’s Wharton School of Business. “But we contend it is also conceivable that some companies are simply run by complete idiots who have no fucking idea what they’re doing.” 
Bridgestone/Firestone could not be reached for comment. 
*note: the following chart is factual.
 



Company
Trouble 
Blamed 


Sohu.com
quarterly results
weak online ad sales


Mandalay Resort Group
poor earnings
weather


JetForm Corp
quarterly loss
“complex” sales cycles


CacheFlow Inc.
earnings
change in “buying trends”


Amazon.com
disappointing results
slowing economy


Disney
lower earnings
soft ad market; higher programming costs


Razorfish
loss, cutbacks
corporate tech spending, more complex Internet projects


SeaChange
loss
order delays


Ford
tire problems
Firestone


Firestone
tire problems
Ford customers




Copyright © 2000-2009, SatireWire. 
"
Microsoft Wants Case Heard By OJ Jury,admin,https://www.satirewire.com/microsoft-wants-case-heard-by-oj-jury/,"
Washingon, D.C. (SatireWire.com) – In a clarifying brief, Microsoft today urged the Supreme Court not to hear its antitrust case, but to send it to the jury from the O.J. Simpson criminal trial, a move that, Microsoft argued, would ensure that the software giant receive a fair hearing and eventually be found not guilty. 
“This case has many factual and technical errors, and we believe the Supreme Court should leave the onerous task of reviewing the evidence to the O.J. jury, which would be in the best interests of finding us not guilty,” Microsoft said in its filing. The O.J. trial jurors “would be ideal,” the brief continued, noting that they proved to be “deliberate, thoughtful, and inclined to ignore obvious guilt.”
In response, federal prosecutors said they will file a brief tomorrow asking the Court to deny Microsoft’s request, and instead send the case to the jury from O.J.’s civil trial.

Copyright © 2000-2009, SatireWire. 
"
"Post Office Leading the Way In New ""Paper Technology""",admin,https://www.satirewire.com/post-office-leading-the-way-in-new-paper-technology/,"







Washington, D.C. (SatireWire.com) – The U.S. Postal Service’s plan to print customer emails and send them as more expensive first-class mail may be the “tip of the iceberg,” according to analysts who predict that many other digital documents could also be produced at much higher cost, and much more slowly, by utilizing new “paper technology.” 
The comments come after the Post Office said this week it will test an email-to-paper system allowing customers to send emails to a post office to be printed and delivered as first-class mail. The cost would be 41 cents – eight cents more than current 33-cent postage.
“Theoretically, documents that now take up only a fraction of space on a single computer could be converted into literally mountains of paper,” said UBS Warburg analyst Gloria Naderki, who added she was also monitoring the postal service’s experimental messenger-by-horse technology, which she estimated is “at least 100 years away.” On a related note, Monsanto today revealed it is working on technology that will convert MP3s — music delivered digitally, often for free, over the Web — into expensive CDs and, eventually, 8-track tapes.

Copyright © 2000-2009, SatireWire. 
"
"MP3 TO STEAL, SELL YOUR STUFF",admin,https://www.satirewire.com/mp3-to-steal-sell-your-stuff/,"
San Diego, Cal. (SatireWire.com) – Stunned that a court ruled its unauthorized distribution of music through an online database broke copyright laws, MP3.Com announced this morning it still believes in its business model, but will abandon music and instead sell people’s personal items without their consent. Said MP3 Chief Executive Michael Robertson: “Let’s see ’em try to find something wrong with that.” 
Copyright © 2000-2009, SatireWire. 
"
GERBIL CRUELTY DENIED,admin,https://www.satirewire.com/gerbil-cruelty-denied/,"







Kent, Conn. (Satirewire.com) – Online retailer Outpost.com, which last year ran controversial TV commercials showing gerbils being fired from a cannon, claimed today it never used actual gerbils. Instead, Outpost executives said, the company dressed week-old kittens in gerbil costumes. The company added that its current marketing campaign, which features Outpost executives burning tropical rain forests, also does not use actual gerbils.
Copyright © 2000-2009, SatireWire. 
"
"Amazon Turns Profit, Say Flying Pigs",admin,https://www.satirewire.com/amazon-turns-profit-say-flying-pigs/,"







Seattle, Wash. (SatireWire.com) – Pigs flying over the frozen landscape of hell reported that online retailer Amazon.com turned in the first profit in its history on Tuesday, just moments after the sun set in the East. 
“Amazon is proud to announce that in our fourth quarter, we achieved a net profit of $5 million on revenues of $1.1 billion,” said Amazon CEO Jeff Bezos, as monkeys flew out of his butt. 
Bezos cut short the press conference to join the victory parade for the World Series champion Chicago Cubs, which was winding its way through the eye of a needle led by a camel. 
Copyright © 2000-2009, SatireWire. 
"
Kozmo.com to Lay Off Staff in Under an Hour,admin,https://www.satirewire.com/kozmo-com-to-lay-off-staff-in-under-an-hour/,"







New York, N.Y. (SatireWire.com) – Kozmo.com, which promises quick delivery of food, music, videos and more, pledged to match the immediacy of its urban delivery service by laying off its employees in under an hour. 
“Kozmo has prided itself on combining the promise of the Internet with the convenience of e-mmediate delivery,” said CEO Gerry Burdo. “That is why, going forward, we will offer a wide variety of employees, from technical to marketing to clerical, the opportunity to be laid off in less than 60 minutes.” 
Burdo added that relative to its delivery service, which requires processing the order, packing it, and dispatching a courier to the customer’s location, achieving its downsizing goals will be “surprisingly” easy. We’ll say ‘Get out,'” Burdo explained. 
Copyright © 2000-2009, SatireWire. 
"
Parker Bros. Replaces Monopoly Money With Cheaper Euro,admin,https://www.satirewire.com/parker-bros-replaces-monopoly-money-with-cheaper-euro/,"







Beverly, Mass. (SatireWire.com) – In an effort to cut production costs associated with its famous Monopoly board game, Parker Brothers announced today it will replace its colorful play dollars with the Euro, a form of cheap fake money widely used in Europe. 
According to Parker Bros. spokesperson Amanda Wright, the company was looking to make a change from the pink, blue, yellow, green, and white play dollars it has made for decades, but didn’t want the switch to escalate production costs. It also had to assure that the new money not be mistaken for actual currency. The Euro met both requirements. “On international monetary markets, we can get one Euro for, like, 3 cents, or about five cents cheaper than it costs to make a blue or pink play dollar,” said Wright. “As for making sure it doesn’t get confused for real money, I think it’s safe to say that so far that hasn’t been an issue.”

Copyright © 2000-2009, SatireWire. 
"
"Small Tech Stocks Fall; Big, Slow, Dumb Stocks Rise",admin,https://www.satirewire.com/small-tech-stocks-fall-big-slow-dumb-stocks-rise/,"

New York, N.Y. (SatireWire.com) – Small technology companies weren’t nimble enough on Wall Street yesterday, taking another pounding as investors once again favored the stocks of big, lumbering, stupid companies. “The market is sluggish right now, and small companies are very hard to get a hold of,” said Prudential analyst Henry Duncan. “Huge, slow, dumb companies are much more predictable. You can scarf down a whole bag of Cheetos and crush an empty can of Miller Genuine Draft on your forehead while watching your dog scratch itself before they’ll move much, one way or the other.” 
Copyright © 2000-2009, SatireWire. 
"
"TEARS, ANGER ON EMOTIONAL DAY FOR STOCKS",admin,https://www.satirewire.com/tears-anger-on-emotional-day-for-stocks/,"







Kansas City, Mo. (Satirewire.com) – Bullish remarks by Sprint Communications caused the entire telecom sector to rise in sympathy yesterday, while energy stocks vacillated between empathy and apathy for transportation stocks, which sagged with regret after financial stocks — already slumping with remorse for depressed healthcare stocks — collapsed in despair with consumer cyclicals, which were having a really shitty day. 
Copyright © 2000-2009, SatireWire. 
"
OUR BOEING WHO ART IN HEAVEN,admin,https://www.satirewire.com/our-boeing-who-art-in-heaven/,"







Chicago (Satirewire.com) – United Airlines said it will fight a 9th District Appeals Court ruling yesterday that grants pilots and flight attendants the right to lead passengers in prayer during turbulence.
Copyright © 2000-2009, SatireWire. 
"
Kmart Hires Arthur Andersen,admin,https://www.satirewire.com/kmart-hires-arthur-andersen/,"







Chicago (SatireWire.com) – Ailing retail giant Kmart today announced it would not have to declare bankruptcy after an audit conducted by its newly hired accounting firm, Arthur Andersen, found no records of company finances whatsoever. 
“Our previous accounting firm told us we lost $224 million in the fiscal third quarter, but Andersen has informed us that, at least on paper, we didn’t have a fiscal third quarter,” said CEO Charles Conaway. “What a difference proper accounting makes.”
Andersen executives did not return several messages. A company attorney later explained his clients were only allowed one phone call, and they had already made it.

Copyright © 2000-2009, SatireWire. 
"
Tiny Net Company Insists It's a Goddamned Bellwether,admin,https://www.satirewire.com/tiny-net-company-insists-its-a-goddamned-bellwether/,"







Wausau, Wis. (SatireWire.com) – Bart Garmon, president and chief executive officer of BartGarmon.com, a now solo Web design shop that is shedding employees and quickly running out of cash, insists his ailing firm should be considered an “Internet bellwether” alongside Cisco, Yahoo, and “all those other major goddamned technology companies.” 
“You know what, there are more Internet companies like mine than there are like fuckin’ Oracle, so why is it only the big players get to be bellwethers?” asked Garmon. “I’m going through the same shit, but I don’t see the Wall Street Journal writing, ‘If you want to know how the industry is hurting, look no further than Internet bellwethers Yahoo and BartGarmon.com.” 
Garmon acknowledged that things haven’t been going well at home lately, either. 
Copyright © 2000-2009, SatireWire. 
"
New M&EnemasÂ® Provide Instant Sugar Fix,admin,https://www.satirewire.com/new-menemasa-provide-instant-sugar-fix/,"







Hackettstown, N.J. (SatireWire.com) – Need a little sugar kick going into that meeting but don’t want to wait the 90 seconds it normally takes for the sugar to get into your system? Mars, Inc. thinks it has the highly soluble solution. 
The company today unveiled M&Enemas®, a non-oral, liquid version of its popular M&M brand candies that Mars is marketing as “the candy that melts in your… and you can take it from there.”
“Last year, we introduced the blue M&M, which was a great moment in our history, but M&Enemas marks what will be a revolutionary trend in candy consumption,” said Dieter Rausch, a Mars spokesman. Rausch said the company will also introduce M&M Long -Lasting Suppositories sometime in early 2001.

Copyright © 2000-2009, SatireWire. 
"
